72	36	10
488	32	10
3904	128	25
3904	128	25
244	32	10
976	64	25
1952	128	25
244	32	10
1952	64	10
256	64	25
256	64	25
244	32	10
732	64	25
488	32	10
488	64	25
244	36	10
488	64	25
976	64	10
72	36	10
244	32	10
732	64	25
244	32	10
732	64	25
488	64	25
732	64	25
488	64	25
488	64	25
488	64	25
488	64	25
244	32	10
72	36	10
72	36	10
256	64	25
1952	64	10
3904	128	25
1952	128	25
976	64	25
732	64	25
976	64	25
244	32	10
488	64	25
60	36	10
144	72	25
488	64	25
72	36	10
488	64	25
488	64	25
256	64	25
244	32	10
1952	64	10
244	32	10
976	64	25
244	32	10
976	64	10
144	72	25
488	32	10
488	64	25
256	64	25
976	64	25
244	32	10
3904	128	25
244	32	10
1952	128	25
488	64	25
1952	64	10
244	32	10
488	64	25
3904	128	25
160	40	10
976	64	10
1952	64	10
488	64	25
60	36	10
128	32	10
1952	64	10
244	36	10
1952	128	25
976	64	25
1952	64	10
128	32	10
976	64	25
1952	128	25
60	36	10
128	32	10
244	32	10
976	64	10
244	32	10
3904	128	25
256	64	25
976	64	25
144	72	25
256	64	25
488	64	25
244	32	10
244	36	10
488	32	10
144	72	25
60	36	10
1952	64	10
976	64	25
128	32	10
128	32	10
976	64	10
488	64	25
72	36	10
72	36	10
144	72	25
244	32	10
244	32	10
60	36	10
244	32	10
144	72	25
256	64	25
256	64	25
488	64	25
244	32	10
488	64	25
488	32	10
128	32	10
244	36	10
488	64	25
160	40	10
256	64	25
732	64	25
488	64	25
488	64	25
244	32	10
128	32	10
244	32	10
244	32	10
244	36	10
488	32	10
256	64	25
488	64	25
488	32	10
244	32	10
244	32	10
256	64	25
732	64	25
244	32	10
488	64	25
244	36	10
488	64	25
976	64	25
488	32	10
244	32	10
488	32	10
160	40	10
72	36	10
256	64	25
244	32	10
256	64	25
60	36	10
488	64	25
732	64	25
160	40	10
732	64	25
1952	128	25
256	64	25
244	32	10
60	36	10
72	36	10
60	36	10
144	72	25
60	36	10
160	40	10
732	64	25
488	64	25
488	64	25
244	32	10
244	32	10
488	64	25
3904	128	25
72	36	10
244	32	10
256	64	25
244	36	10
488	64	25
60	36	10
488	64	25
732	64	25
1952	64	10
60	36	10
244	32	10
256	64	25
72	36	10
144	72	25
144	72	25
732	64	25
488	32	10
256	64	25
244	32	10
488	64	25
488	64	25
256	64	25
256	64	25
244	32	10
488	64	25
256	64	25
128	32	10
244	32	10
60	36	10
1952	64	10
144	72	25
160	40	10
244	32	10
488	64	25
488	64	25
976	64	10
3904	128	25
732	64	25
160	40	10
256	64	25
488	64	25
256	64	25
1952	128	25
3904	128	25
256	64	25
60	36	10
244	32	10
976	64	10
244	36	10
72	36	10
488	64	25
488	64	25
488	64	25
488	64	25
488	64	25
1952	64	10
3904	128	25
976	64	25
128	32	10
72	36	10
60	36	10
1952	128	25
256	64	25
488	64	25
976	64	10
60	36	10
60	36	10
244	36	10
244	32	10
3904	128	25
244	36	10
72	36	10
976	64	25
488	64	25
488	64	25
60	36	10
488	32	10
488	64	25
144	72	25
60	36	10
244	36	10
256	64	25
244	32	10
256	64	25
3904	128	25
160	40	10
244	36	10
60	36	10
72	36	10
976	64	10
3904	128	25
72	36	10
488	64	25
976	64	10
488	64	25
256	64	25
488	64	25
256	64	25
244	32	10
976	64	25
732	64	25
72	36	10
256	64	25
976	64	25
244	36	10
488	64	25
72	36	10
128	32	10
976	64	10
488	64	25
976	64	25
160	40	10
256	64	25
244	32	10
488	32	10
488	64	25
488	64	25
488	64	25
976	64	25
488	64	25
244	32	10
488	64	25
1952	64	10
256	64	25
976	64	25
976	64	10
488	32	10
976	64	25
72	36	10
72	36	10
488	64	25
244	32	10
244	36	10
128	32	10
488	64	25
256	64	25
256	64	25
72	36	10
128	32	10
244	32	10
244	32	10
144	72	25
488	64	25
72	36	10
72	36	10
732	64	25
976	64	10
244	32	10
976	64	25
488	32	10
976	64	25
244	32	10
488	64	25
488	64	25
256	64	25
256	64	25
1952	128	25
1952	128	25
244	32	10
488	32	10
128	32	10
1952	128	25
60	36	10
256	64	25
976	64	25
60	36	10
1952	128	25
488	64	25
244	32	10
732	64	25
244	32	10
144	72	25
976	64	25
72	36	10
488	64	25
244	32	10
488	64	25
72	36	10
1952	64	10
72	36	10
72	36	10
128	32	10
488	64	25
488	32	10
488	64	25
1952	64	10
244	32	10
976	64	25
1952	64	10
244	32	10
72	36	10
244	32	10
60	36	10
488	64	25
128	32	10
244	32	10
976	64	25
1952	64	10
488	64	25
160	40	10
244	32	10
1952	64	10
3904	128	25
732	64	25
256	64	25
976	64	10
976	64	25
488	64	25
72	36	10
72	36	10
72	36	10
160	40	10
1952	64	10
244	32	10
488	64	25
488	64	25
72	36	10
732	64	25
72	36	10
144	72	25
72	36	10
144	72	25
144	72	25
60	36	10
976	64	10
976	64	10
244	32	10
244	32	10
244	36	10
488	64	25
488	64	25
60	36	10
60	36	10
256	64	25
244	32	10
488	64	25
488	64	25
976	64	10
144	72	25
732	64	25
488	64	25
144	72	25
244	32	10
1952	64	10
256	64	25
244	32	10
1952	64	10
488	64	25
1952	64	10
732	64	25
144	72	25
1952	128	25
144	72	25
976	64	25
244	36	10
1952	128	25
244	32	10
488	64	25
488	64	25
256	64	25
488	32	10
976	64	10
488	64	25
3904	128	25
1952	64	10
1952	128	25
488	64	25
976	64	25
1952	64	10
1952	64	10
72	36	10
160	40	10
488	64	25
976	64	10
244	32	10
488	64	25
244	32	10
3904	128	25
244	32	10
976	64	25
976	64	25
976	64	25
976	64	25
72	36	10
244	32	10
3904	128	25
60	36	10
72	36	10
128	32	10
60	36	10
144	72	25
244	32	10
244	36	10
244	32	10
488	64	25
144	72	25
244	32	10
488	64	25
244	32	10
160	40	10
128	32	10
976	64	25
72	36	10
488	64	25
976	64	10
488	64	25
1952	64	10
1952	64	10
60	36	10
244	32	10
160	40	10
244	32	10
244	32	10
244	32	10
144	72	25
244	32	10
128	32	10
488	32	10
3904	128	25
244	32	10
976	64	25
244	32	10
256	64	25
976	64	25
244	32	10
488	64	25
732	64	25
1952	64	10
1952	128	25
128	32	10
976	64	10
128	32	10
128	32	10
256	64	25
244	32	10
732	64	25
244	32	10
3904	128	25
256	64	25
256	64	25
