244	32	10	3
244	32	10	3
488	32	10	1
256	64	25	4
244	32	10	2
1952	128	25	2
128	32	10	3
160	40	10	4
160	40	10	4
144	72	25	2
732	64	25	1
488	64	25	1
732	64	25	1
3904	128	25	2
488	64	25	1
488	64	25	2
976	64	25	1
60	36	10	2
244	32	10	1
60	36	10	2
1952	128	25	2
732	64	25	1
976	64	25	1
256	64	25	4
244	32	10	3
976	64	25	1
244	32	10	1
3904	128	25	2
3904	128	25	2
976	64	10	2
244	32	10	1
244	32	10	1
128	32	10	3
128	32	10	3
732	64	25	1
1952	128	25	2
128	32	10	3
488	64	25	1
1952	128	25	2
244	32	10	3
244	36	10	3
488	64	25	1
732	64	25	1
488	32	10	1
60	36	10	2
488	64	25	2
3904	128	25	2
244	32	10	2
256	64	25	3
60	36	10	2
244	32	10	2
144	72	25	2
244	32	10	2
3904	128	25	2
976	64	10	2
244	32	10	3
1952	64	10	2
60	36	10	2
244	36	10	3
488	64	25	3
3904	128	25	2
72	36	10	2
244	32	10	2
1952	64	10	2
488	32	10	1
488	64	25	2
488	32	10	1
488	64	25	1
244	32	10	2
72	36	10	2
488	64	25	2
976	64	10	2
1952	64	10	2
244	32	10	1
256	64	25	4
488	64	25	2
128	32	10	3
160	40	10	4
244	32	10	3
488	64	25	1
244	32	10	1
488	32	10	1
244	32	10	2
3904	128	25	2
488	64	25	3
488	64	25	1
244	32	10	1
244	32	10	2
244	32	10	1
732	64	25	1
244	32	10	1
1952	64	10	2
1952	128	25	2
488	64	25	3
160	40	10	4
244	36	10	3
244	32	10	3
128	32	10	3
72	36	10	2
488	64	25	2
976	64	10	2
244	32	10	1
144	72	25	2
488	64	25	1
72	36	10	2
244	32	10	1
244	32	10	1
976	64	25	1
488	64	25	1
244	36	10	3
244	36	10	3
976	64	10	2
488	64	25	1
60	36	10	2
160	40	10	4
976	64	25	1
244	32	10	1
244	32	10	1
244	36	10	3
732	64	25	1
732	64	25	1
256	64	25	3
128	32	10	3
488	32	10	1
60	36	10	2
244	32	10	2
244	36	10	3
160	40	10	4
244	32	10	1
144	72	25	2
488	64	25	3
488	64	25	1
244	32	10	1
3904	128	25	2
256	64	25	4
244	32	10	1
160	40	10	4
256	64	25	4
244	32	10	1
72	36	10	2
128	32	10	3
128	32	10	3
488	64	25	1
144	72	25	2
244	32	10	1
244	32	10	1
488	64	25	3
732	64	25	1
128	32	10	3
3904	128	25	2
1952	64	10	2
128	32	10	3
256	64	25	4
144	72	25	2
144	72	25	2
1952	128	25	2
256	64	25	3
128	32	10	3
256	64	25	4
1952	64	10	2
488	64	25	1
1952	64	10	2
244	32	10	1
732	64	25	1
488	64	25	2
1952	64	10	2
160	40	10	4
488	64	25	3
144	72	25	2
72	36	10	2
1952	128	25	2
60	36	10	2
244	32	10	1
976	64	10	2
244	32	10	3
244	32	10	3
256	64	25	4
488	64	25	1
488	64	25	2
1952	64	10	2
488	64	25	1
244	32	10	3
1952	64	10	2
488	64	25	3
488	64	25	2
488	64	25	1
244	32	10	1
488	64	25	1
488	64	25	1
244	32	10	1
60	36	10	2
72	36	10	2
488	64	25	3
144	72	25	2
160	40	10	4
488	64	25	1
244	36	10	3
244	32	10	1
60	36	10	2
1952	128	25	2
3904	128	25	2
488	64	25	3
144	72	25	2
256	64	25	3
732	64	25	1
1952	128	25	2
60	36	10	2
1952	64	10	2
244	32	10	1
72	36	10	2
488	32	10	1
244	32	10	2
1952	128	25	2
488	32	10	1
244	32	10	2
488	64	25	2
732	64	25	1
488	64	25	2
128	32	10	3
488	64	25	3
488	64	25	1
976	64	10	2
488	32	10	1
72	36	10	2
244	36	10	3
244	36	10	3
128	32	10	3
244	32	10	2
488	32	10	1
160	40	10	4
1952	64	10	2
976	64	10	2
144	72	25	2
60	36	10	2
1952	64	10	2
72	36	10	2
488	32	10	1
3904	128	25	2
488	64	25	1
488	64	25	1
732	64	25	1
160	40	10	4
256	64	25	4
976	64	10	2
488	64	25	1
244	32	10	1
1952	64	10	2
128	32	10	3
488	64	25	1
488	64	25	3
488	64	25	1
976	64	10	2
72	36	10	2
732	64	25	1
976	64	25	1
1952	64	10	2
72	36	10	2
488	64	25	2
144	72	25	2
488	64	25	2
3904	128	25	2
488	64	25	1
3904	128	25	2
244	36	10	3
244	32	10	1
244	32	10	3
732	64	25	1
488	64	25	3
244	32	10	2
244	32	10	1
488	64	25	2
244	32	10	1
244	32	10	1
256	64	25	4
244	32	10	2
244	32	10	2
244	32	10	1
256	64	25	3
976	64	10	2
976	64	25	1
244	32	10	1
160	40	10	4
488	32	10	1
1952	128	25	2
244	32	10	3
160	40	10	4
3904	128	25	2
1952	64	10	2
3904	128	25	2
976	64	25	1
976	64	10	2
128	32	10	3
3904	128	25	2
160	40	10	4
60	36	10	2
488	64	25	1
3904	128	25	2
144	72	25	2
976	64	10	2
488	32	10	1
60	36	10	2
488	64	25	1
244	32	10	2
244	32	10	3
488	64	25	2
976	64	25	1
60	36	10	2
488	64	25	2
72	36	10	2
488	32	10	1
244	32	10	1
488	64	25	1
1952	64	10	2
732	64	25	1
732	64	25	1
244	32	10	1
732	64	25	1
244	32	10	3
60	36	10	2
488	64	25	1
244	32	10	2
72	36	10	2
488	32	10	1
3904	128	25	2
3904	128	25	2
244	32	10	1
976	64	25	1
1952	128	25	2
244	32	10	1
1952	64	10	2
256	64	25	3
256	64	25	3
244	32	10	2
732	64	25	1
488	32	10	1
488	64	25	1
244	36	10	3
488	64	25	2
976	64	10	2
72	36	10	2
244	32	10	3
732	64	25	1
244	32	10	1
732	64	25	1
488	64	25	1
732	64	25	1
488	64	25	1
488	64	25	1
488	64	25	1
488	64	25	3
244	32	10	2
72	36	10	2
72	36	10	2
256	64	25	4
1952	64	10	2
3904	128	25	2
1952	128	25	2
976	64	25	1
732	64	25	1
976	64	25	1
244	32	10	3
488	64	25	3
60	36	10	2
144	72	25	2
488	64	25	1
72	36	10	2
488	64	25	1
488	64	25	1
256	64	25	3
244	32	10	1
1952	64	10	2
244	32	10	1
976	64	25	1
244	32	10	1
976	64	10	2
144	72	25	2
488	32	10	1
488	64	25	2
256	64	25	4
976	64	25	1
244	32	10	2
3904	128	25	2
244	32	10	1
1952	128	25	2
488	64	25	1
1952	64	10	2
244	32	10	1
488	64	25	1
3904	128	25	2
160	40	10	4
976	64	10	2
1952	64	10	2
488	64	25	2
60	36	10	2
128	32	10	3
1952	64	10	2
244	36	10	3
1952	128	25	2
976	64	25	1
1952	64	10	2
128	32	10	3
976	64	25	1
1952	128	25	2
60	36	10	2
128	32	10	3
244	32	10	3
976	64	10	2
244	32	10	1
3904	128	25	2
256	64	25	3
976	64	25	1
144	72	25	2
256	64	25	3
488	64	25	3
244	32	10	1
244	36	10	3
488	32	10	1
144	72	25	2
60	36	10	2
1952	64	10	2
976	64	25	1
128	32	10	3
128	32	10	3
976	64	10	2
488	64	25	1
72	36	10	2
72	36	10	2
144	72	25	2
244	32	10	1
244	32	10	1
60	36	10	2
244	32	10	1
144	72	25	2
256	64	25	4
256	64	25	3
488	64	25	1
244	32	10	3
488	64	25	1
488	32	10	1
128	32	10	3
244	36	10	3
488	64	25	3
160	40	10	4
256	64	25	3
732	64	25	1
488	64	25	3
488	64	25	1
244	32	10	1
128	32	10	3
244	32	10	2
244	32	10	1
244	36	10	3
488	32	10	1
256	64	25	3
488	64	25	1
488	32	10	1
244	32	10	2
244	32	10	1
256	64	25	4
732	64	25	1
244	32	10	1
488	64	25	1
244	36	10	3
488	64	25	3
976	64	25	1
488	32	10	1
244	32	10	3
488	32	10	1
160	40	10	4
72	36	10	2
256	64	25	3
244	32	10	1
256	64	25	3
60	36	10	2
488	64	25	1
732	64	25	1
160	40	10	4
732	64	25	1
1952	128	25	2
256	64	25	4
244	32	10	1
60	36	10	2
72	36	10	2
60	36	10	2
144	72	25	2
60	36	10	2
160	40	10	4
732	64	25	1
488	64	25	2
488	64	25	1
244	32	10	1
244	32	10	1
488	64	25	1
3904	128	25	2
72	36	10	2
244	32	10	1
256	64	25	3
244	36	10	3
488	64	25	2
60	36	10	2
488	64	25	1
732	64	25	1
1952	64	10	2
60	36	10	2
244	32	10	3
256	64	25	4
72	36	10	2
144	72	25	2
144	72	25	2
732	64	25	1
488	32	10	1
256	64	25	4
244	32	10	3
488	64	25	1
488	64	25	1
256	64	25	4
256	64	25	3
244	32	10	3
488	64	25	3
256	64	25	3
128	32	10	3
244	32	10	1
60	36	10	2
1952	64	10	2
144	72	25	2
160	40	10	4
244	32	10	3
488	64	25	2
488	64	25	2
976	64	10	2
3904	128	25	2
732	64	25	1
160	40	10	4
256	64	25	3
488	64	25	1
256	64	25	3
1952	128	25	2
3904	128	25	2
256	64	25	4
60	36	10	2
244	32	10	1
976	64	10	2
244	36	10	3
72	36	10	2
488	64	25	3
488	64	25	1
488	64	25	1
488	64	25	3
488	64	25	2
1952	64	10	2
3904	128	25	2
976	64	25	1
128	32	10	3
72	36	10	2
60	36	10	2
1952	128	25	2
256	64	25	4
488	64	25	1
976	64	10	2
60	36	10	2
60	36	10	2
244	36	10	3
244	32	10	1
3904	128	25	2
244	36	10	3
72	36	10	2
976	64	25	1
488	64	25	1
488	64	25	1
60	36	10	2
488	32	10	1
488	64	25	2
144	72	25	2
60	36	10	2
244	36	10	3
256	64	25	4
244	32	10	2
256	64	25	4
3904	128	25	2
160	40	10	4
244	36	10	3
60	36	10	2
72	36	10	2
976	64	10	2
3904	128	25	2
72	36	10	2
488	64	25	3
976	64	10	2
488	64	25	2
256	64	25	4
488	64	25	2
256	64	25	4
244	32	10	1
976	64	25	1
732	64	25	1
72	36	10	2
256	64	25	4
976	64	25	1
244	36	10	3
488	64	25	1
72	36	10	2
128	32	10	3
976	64	10	2
488	64	25	2
976	64	25	1
160	40	10	4
256	64	25	4
244	32	10	1
488	32	10	1
488	64	25	1
488	64	25	1
488	64	25	1
976	64	25	1
488	64	25	2
244	32	10	1
488	64	25	1
1952	64	10	2
256	64	25	4
976	64	25	1
976	64	10	2
488	32	10	1
976	64	25	1
72	36	10	2
72	36	10	2
488	64	25	1
244	32	10	1
244	36	10	3
128	32	10	3
488	64	25	1
256	64	25	4
256	64	25	4
72	36	10	2
128	32	10	3
244	32	10	3
244	32	10	1
144	72	25	2
488	64	25	1
72	36	10	2
72	36	10	2
732	64	25	1
976	64	10	2
244	32	10	1
976	64	25	1
488	32	10	1
976	64	25	1
244	32	10	2
488	64	25	1
488	64	25	3
256	64	25	3
256	64	25	4
1952	128	25	2
1952	128	25	2
244	32	10	1
488	32	10	1
128	32	10	3
1952	128	25	2
60	36	10	2
256	64	25	4
976	64	25	1
60	36	10	2
1952	128	25	2
488	64	25	1
244	32	10	2
732	64	25	1
244	32	10	1
144	72	25	2
976	64	25	1
72	36	10	2
488	64	25	2
244	32	10	2
488	64	25	1
72	36	10	2
1952	64	10	2
72	36	10	2
72	36	10	2
128	32	10	3
488	64	25	2
488	32	10	1
488	64	25	3
1952	64	10	2
244	32	10	1
976	64	25	1
1952	64	10	2
244	32	10	1
72	36	10	2
244	32	10	3
60	36	10	2
488	64	25	2
128	32	10	3
244	32	10	1
976	64	25	1
1952	64	10	2
488	64	25	2
160	40	10	4
244	32	10	1
1952	64	10	2
3904	128	25	2
732	64	25	1
256	64	25	4
976	64	10	2
976	64	25	1
488	64	25	1
72	36	10	2
72	36	10	2
72	36	10	2
160	40	10	4
1952	64	10	2
244	32	10	1
488	64	25	1
488	64	25	1
72	36	10	2
732	64	25	1
72	36	10	2
144	72	25	2
72	36	10	2
144	72	25	2
144	72	25	2
60	36	10	2
976	64	10	2
976	64	10	2
244	32	10	2
244	32	10	2
244	36	10	3
488	64	25	1
488	64	25	1
60	36	10	2
60	36	10	2
256	64	25	4
244	32	10	3
488	64	25	1
488	64	25	1
976	64	10	2
144	72	25	2
732	64	25	1
488	64	25	3
144	72	25	2
244	32	10	2
1952	64	10	2
256	64	25	4
244	32	10	1
1952	64	10	2
488	64	25	3
1952	64	10	2
732	64	25	1
144	72	25	2
1952	128	25	2
144	72	25	2
976	64	25	1
244	36	10	3
1952	128	25	2
244	32	10	1
488	64	25	2
488	64	25	1
256	64	25	3
488	32	10	1
976	64	10	2
488	64	25	2
3904	128	25	2
1952	64	10	2
1952	128	25	2
488	64	25	1
976	64	25	1
1952	64	10	2
1952	64	10	2
72	36	10	2
160	40	10	4
488	64	25	2
976	64	10	2
244	32	10	1
488	64	25	3
244	32	10	3
3904	128	25	2
244	32	10	2
976	64	25	1
976	64	25	1
976	64	25	1
976	64	25	1
72	36	10	2
244	32	10	1
3904	128	25	2
60	36	10	2
72	36	10	2
128	32	10	3
60	36	10	2
144	72	25	2
244	32	10	1
244	36	10	3
244	32	10	1
488	64	25	1
144	72	25	2
244	32	10	3
488	64	25	1
244	32	10	1
160	40	10	4
128	32	10	3
976	64	25	1
72	36	10	2
488	64	25	1
976	64	10	2
488	64	25	1
1952	64	10	2
1952	64	10	2
60	36	10	2
244	32	10	2
160	40	10	4
244	32	10	3
244	32	10	1
244	32	10	3
144	72	25	2
244	32	10	3
128	32	10	3
488	32	10	1
3904	128	25	2
244	32	10	2
976	64	25	1
244	32	10	2
256	64	25	4
976	64	25	1
244	32	10	1
488	64	25	1
732	64	25	1
1952	64	10	2
1952	128	25	2
128	32	10	3
976	64	10	2
128	32	10	3
128	32	10	3
256	64	25	3
244	32	10	1
732	64	25	1
244	32	10	3
3904	128	25	2
256	64	25	4
256	64	25	3
